data,IBOV,VALE3,PETR4,DOLAR
2020-06-30,95056.0,10.3100004196167,8.270000457763672,5.461699962615967
2020-07-01,96203.0,10.279999732971191,8.449999809265137,5.316199779510498
2020-07-02,96235.0,10.40999984741211,8.479999542236328,5.35890007019043
2020-07-06,98937.0,10.600000381469727,8.670000076293945,5.354300022125244
2020-07-07,97761.0,10.470000267028809,8.460000038146973,5.377799987792969
2020-07-08,99770.0,10.760000228881836,8.760000228881836,5.342599868774414
2020-07-09,99160.0,10.630000114440918,8.529999732971191,5.337800025939941
2020-07-13,98697.0,10.779999732971191,8.520000457763672,5.401500225067139
2020-07-14,100440.0,11.600000381469727,8.859999656677246,5.366799831390381
2020-07-15,101791.0,11.539999961853027,8.989999771118164,5.366948127746582
2020-07-16,100553.0,11.279999732971191,8.829999923706055,5.330699920654297
2020-07-20,104426.0,11.4399995803833,8.819999694824219,5.327700138092041
2020-07-21,104310.0,11.460000038146973,9.180000305175781,5.1697998046875
2020-07-22,104290.0,11.579999923706055,9.300000190734863,5.118100166320801
2020-07-23,102293.0,11.289999961853027,8.960000038146973,5.210599899291992
2020-07-27,104477.0,11.90999984741211,9.300000190734863,5.141421794891357
2020-07-28,104109.0,11.739999771118164,9.140000343322754,5.152299880981445
2020-07-29,105605.0,12.09000015258789,9.270000457763672,5.168799877166748
2020-07-30,105009.0,11.850000381469727,9.079999923706055,5.153900146484375
2020-08-03,102830.0,11.420000076293945,8.390000343322754,5.318699836730957
2020-08-04,101216.0,11.489999771118164,8.420000076293945,5.290200233459473
2020-08-05,102802.0,11.760000228881836,8.930000305175781,5.290900230407715
2020-08-06,104126.0,11.529999732971191,8.890000343322754,5.331299781799316
2020-08-10,103444.0,11.359999656677246,8.829999923706055,5.480500221252441
2020-08-11,102174.0,11.170000076293945,8.779999732971191,5.38040018081665
2020-08-12,102118.0,11.3100004196167,8.789999961853027,5.434999942779541
2020-08-13,100461.0,11.279999732971191,8.6899995803833,5.367000102996826
2020-08-17,99595.0,11.359999656677246,8.449999809265137,5.508299827575684
2020-08-18,102065.0,11.600000381469727,8.65999984741211,5.465400218963623
2020-08-19,100854.0,11.319999694824219,8.520000457763672,5.556399822235107
2020-08-20,101468.0,11.380000114440918,8.380000114440918,5.5559000968933105
2020-08-24,102298.0,11.300000190734863,8.449999809265137,5.610599994659424
2020-08-25,102118.0,11.220000267028809,8.489999771118164,5.507400035858154
2020-08-26,100627.0,11.050000190734863,8.119999885559082,5.6072001457214355
2020-08-27,100624.0,10.930000305175781,8.180000305175781,5.568699836730957
2020-08-31,99369.0,11.0,8.170000076293945,5.490900039672852
2020-09-01,102168.0,11.5,8.680000305175781,5.397299766540527
2020-09-02,101911.0,11.430000305175781,8.699999809265137,5.338699817657471
2020-09-03,100721.0,11.239999771118164,8.800000190734863,5.289899826049805
2020-09-08,100050.0,11.039999961853027,8.399999618530273,5.360599994659424
2020-09-09,101292.0,11.319999694824219,8.65999984741211,5.308499813079834
2020-09-10,98835.0,11.079999923706055,8.34000015258789,5.320499897003174
2020-09-14,100275.0,11.75,8.279999732971191,5.2683000564575195
2020-09-15,100298.0,11.84000015258789,8.270000457763672,5.2743000984191895
2020-09-16,99676.0,11.59000015258789,8.420000076293945,5.236000061035156
2020-09-17,100098.0,11.880000114440918,8.579999923706055,5.237800121307373
2020-09-21,96991.0,11.130000114440918,7.889999866485596,5.412600040435791
2020-09-22,97294.0,10.640000343322754,7.840000152587891,5.469900131225586
2020-09-23,95735.0,10.649999618530273,7.460000038146973,5.592400074005127
2020-09-24,97012.0,10.699999809265137,7.630000114440918,5.508399963378906
2020-09-28,94666.0,10.489999771118164,7.199999809265137,5.660200119018555
2020-09-29,93580.0,10.40999984741211,6.989999771118164,5.630499839782715
2020-09-30,94603.0,10.579999923706055,7.119999885559082,5.608399868011475
2020-10-01,95479.0,10.40999984741211,7.070000171661377,5.642000198364258
2020-10-05,96089.0,10.75,7.210000038146973,5.573400020599365
2020-10-06,95615.0,10.5,7.170000076293945,5.593800067901611
2020-10-07,95526.0,10.75,7.110000133514404,5.611299991607666
2020-10-08,97920.0,11.050000190734863,7.380000114440918,5.598599910736084
2020-10-13,98503.0,11.210000038146973,7.230000019073486,5.56850004196167
2020-10-14,99334.0,11.34000015258789,7.150000095367432,5.5904998779296875
2020-10-15,99054.0,11.180000305175781,7.010000228881836,5.611199855804443
2020-10-19,98658.0,11.130000114440918,6.960000038146973,5.605599880218506
2020-10-20,100540.0,11.09000015258789,7.230000019073486,5.6041998863220215
2020-10-21,100552.0,11.260000228881836,7.190000057220459,5.607800006866455
2020-10-22,101918.0,11.300000190734863,7.449999809265137,5.591300010681152
2020-10-26,101017.0,11.140000343322754,7.190000057220459,5.616199970245361
2020-10-27,99606.0,11.039999961853027,6.980000019073486,5.622700214385986
2020-10-28,95369.0,10.529999732971191,6.46999979019165,5.7052001953125
2020-10-29,96582.0,10.770000457763672,6.690000057220459,5.744900226593018
2020-10-30,93952.0,10.569999694824219,6.630000114440918,5.7778000831604
2020-11-03,95587.0,10.989999771118164,6.880000114440918,5.741099834442139
2020-11-04,97811.0,10.84000015258789,6.96999979019165,5.754899978637695
2020-11-05,100774.0,11.329999923706055,7.190000057220459,5.663000106811523
2020-11-06,100799.0,11.770000457763672,7.369999885559082,5.523399829864502
2020-11-09,103913.0,11.800000190734863,8.1899995803833,5.36269998550415
2020-11-10,105351.0,11.729999542236328,8.789999961853027,5.384699821472168
2020-11-11,104532.0,11.84000015258789,8.779999732971191,5.413899898529053
2020-11-12,102175.0,11.489999771118164,8.279999732971191,5.389999866485596
2020-11-13,104512.0,11.680000305175781,8.529999732971191,5.456699848175049
2020-11-16,106430.0,12.0600004196167,8.84000015258789,5.456999778747559
2020-11-17,107229.0,12.5600004196167,9.119999885559082,5.414899826049805
2020-11-18,106483.0,12.399999618530273,9.069999694824219,5.327199935913086
2020-11-19,106517.0,12.760000228881836,9.199999809265137,5.361700057983398
2020-11-23,107379.0,13.1899995803833,9.350000381469727,5.3780999183654785
2020-11-24,109786.0,14.010000228881836,10.0,5.4405999183654785
2020-11-25,110133.0,14.300000190734863,10.029999732971191,5.372600078582764
2020-11-27,110575.0,14.729999542236328,9.9399995803833,5.335299968719482
2020-11-30,108888.0,14.5600004196167,9.569999694824219,5.34250020980835
2020-12-01,111335.0,15.640000343322754,10.100000381469727,5.331099987030029
2020-12-02,111814.0,15.329999923706055,10.1899995803833,5.204899787902832
2020-12-03,112919.0,15.34000015258789,10.550000190734863,5.216300010681152
2020-12-04,113682.0,16.049999237060547,10.920000076293945,5.151000022888184
2020-12-07,113625.0,16.280000686645508,10.770000457763672,5.154399871826172
2020-12-08,113571.0,16.190000534057617,10.630000114440918,5.098299980163574
2020-12-09,112722.0,16.09000015258789,10.5600004196167,5.119699954986572
2020-12-10,114992.0,17.0,11.260000228881836,5.1697001457214355
2020-12-11,115323.0,16.860000610351562,11.130000114440918,5.024199962615967
2020-12-14,114975.0,16.459999084472656,10.899999618530273,5.064199924468994
2020-12-15,116146.0,16.670000076293945,11.140000343322754,5.117700099945068
2020-12-16,117947.0,16.940000534057617,11.289999961853027,5.078884124755859
2020-12-17,118157.0,17.229999542236328,11.369999885559082,5.083199977874756
2020-12-18,117679.0,17.3700008392334,11.289999961853027,5.0569000244140625
2020-12-21,116016.0,17.0,10.760000228881836,5.100599765777588
2020-12-22,116348.0,16.799999237060547,10.829999923706055,5.118937969207764
2020-12-23,117857.0,16.829999923706055,10.9399995803833,5.1566548347473145
2020-12-28,119051.0,16.729999542236328,10.989999771118164,5.2153000831604
2020-12-29,119475.0,16.84000015258789,11.050000190734863,5.2459001541137695
2020-12-30,119306.0,16.950000762939453,11.210000038146973,5.208600044250488
2021-01-04,118558.0,17.399999618530273,11.1899995803833,5.19189977645874
2021-01-05,119223.0,17.690000534057617,11.520000457763672,5.295300006866455
2021-01-06,119851.0,18.15999984741211,11.619999885559082,5.28410005569458
2021-01-07,121956.0,18.93000030517578,11.6899995803833,5.312900066375732
2021-01-08,125077.0,18.920000076293945,11.6899995803833,5.40880012512207
2021-01-11,122807.0,18.610000610351562,11.399999618530273,5.4121880531311035
2021-01-12,123998.0,18.709999084472656,11.720000267028809,5.48769998550415
2021-01-13,122040.0,18.149999618530273,11.210000038146973,5.321400165557861
2021-01-14,123481.0,18.940000534057617,11.529999732971191,5.297500133514404
2021-01-15,120502.0,17.639999389648438,10.899999618530273,5.195799827575684
2021-01-19,120673.0,17.610000610351562,10.880000114440918,5.2947998046875
2021-01-20,119708.0,17.450000762939453,10.829999923706055,5.3566999435424805
2021-01-21,118443.0,17.469999313354492,10.529999732971191,5.290500164031982
2021-01-22,117172.0,17.209999084472656,10.1899995803833,5.3495001792907715
2021-01-26,116464.0,17.170000076293945,10.350000381469727,5.4654998779296875
2021-01-27,115882.0,16.510000228881836,10.34000015258789,5.353799819946289
2021-01-28,119314.0,16.75,10.550000190734863,5.412600040435791
2021-01-29,116007.0,16.149999618530273,10.050000190734863,5.437989234924316
2021-02-01,117365.0,16.739999771118164,10.279999732971191,5.4608001708984375
2021-02-02,118234.0,16.3799991607666,10.829999923706055,5.430500030517578
2021-02-03,119725.0,16.889999389648438,10.949999809265137,5.3668999671936035
2021-02-04,119261.0,16.5,10.859999656677246,5.3520002365112305
2021-02-05,119925.0,17.260000228881836,11.069999694824219,5.4257001876831055
2021-02-08,119516.0,17.649999618530273,10.609999656677246,5.369200229644775
2021-02-09,119429.0,17.639999389648438,10.279999732971191,5.364299774169922
2021-02-10,118430.0,17.649999618530273,10.420000076293945,5.376699924468994
2021-02-11,119235.0,17.3700008392334,10.529999732971191,5.384900093078613
2021-02-12,119116.0,17.5,10.550000190734863,5.3653998374938965
2021-02-18,119140.0,17.979999542236328,10.819999694824219,5.409800052642822
2021-02-19,118748.0,18.219999313354492,10.050000190734863,5.42579984664917
2021-02-22,112668.0,17.530000686645508,7.940000057220459,5.38070011138916
2021-02-23,115227.0,17.899999618530273,8.470000267028809,5.463399887084961
2021-02-24,115668.0,18.049999237060547,8.720000267028809,5.439599990844727
2021-02-25,112256.0,17.399999618530273,8.270000457763672,5.402964115142822
2021-02-26,110035.0,16.899999618530273,7.929999828338623,5.528025150299072
2021-03-01,110335.0,17.530000686645508,7.809999942779541,5.597599983215332
2021-03-02,111540.0,17.950000762939453,7.739999771118164,5.640699863433838
2021-03-03,111184.0,17.8799991607666,7.429999828338623,5.675099849700928
2021-03-04,112690.0,17.5,7.630000114440918,5.617499828338623
2021-03-05,115202.0,17.739999771118164,7.760000228881836,5.668300151824951
2021-03-08,110612.0,17.219999313354492,7.210000038146973,5.689499855041504
2021-03-09,111331.0,17.010000228881836,7.269999980926514,5.874599933624268
2021-03-10,112776.0,17.219999313354492,7.840000152587891,5.801499843597412
2021-03-11,114984.0,18.020000457763672,8.25,5.67110013961792
2021-03-12,114160.0,17.6200008392334,8.119999885559082,5.534800052642822
2021-03-15,114851.0,17.239999771118164,8.1899995803833,5.4951558113098145
2021-03-16,114019.0,17.190000534057617,8.109999656677246,5.614500045776367
2021-03-17,116549.0,17.559999465942383,8.430000305175781,5.6234002113342285
2021-03-18,114835.0,17.280000686645508,8.229999542236328,5.583099842071533
2021-03-19,116222.0,17.25,8.489999771118164,5.558700084686279
2021-03-22,114979.0,17.010000228881836,8.369999885559082,5.493563175201416
2021-03-23,113262.0,16.579999923706055,8.149999618530273,5.505499839782715
2021-03-24,112064.0,16.690000534057617,8.010000228881836,5.520400047302246
2021-03-25,113750.0,16.34000015258789,8.109999656677246,5.61959981918335
2021-03-26,114781.0,16.739999771118164,8.109999656677246,5.648399829864502
2021-03-29,115419.0,16.959999084472656,8.149999618530273,5.780799865722656
2021-03-30,116850.0,17.020000457763672,8.149999618530273,5.771599769592285
2021-03-31,116634.0,17.3799991607666,8.479999542236328,5.63129997253418
2021-04-01,115253.0,17.1200008392334,8.270000457763672,5.707399845123291
