data,IBOV,VALE3,PETR4,DOLAR
2020-01-02,118573.0,13.449999809265137,16.270000457763672,4.016300201416016
2020-01-03,117707.0,13.289999961853027,15.989999771118164,4.023399829864502
2020-01-06,116878.0,13.140000343322754,16.219999313354492,4.057000160217285
2020-01-07,116662.0,13.229999542236328,16.059999465942383,4.060400009155273
2020-01-08,116247.0,13.220000267028809,15.699999809265137,4.066199779510498
2020-01-09,115947.0,12.989999771118164,15.75,4.06279993057251
2020-01-10,115503.0,12.970000267028809,15.640000343322754,4.092100143432617
2020-01-13,117325.0,13.319999694824219,15.479999542236328,4.070499897003174
2020-01-14,117632.0,13.449999809265137,15.369999885559082,4.1458001136779785
2020-01-15,116414.0,13.260000228881836,14.869999885559082,4.13129997253418
2020-01-16,116704.0,13.15999984741211,14.890000343322754,4.174200057983398
2020-01-17,118478.0,13.630000114440918,15.15999984741211,4.183599948883057
2020-01-21,117026.0,13.25,14.770000457763672,4.188499927520752
2020-01-22,118391.0,13.420000076293945,14.770000457763672,4.210899829864502
2020-01-23,119528.0,13.300000190734863,14.90999984741211,4.181300163269043
2020-01-24,118376.0,12.84000015258789,14.770000457763672,4.169099807739258
2020-01-27,114482.0,12.0,14.210000038146973,4.1595001220703125
2020-01-28,116479.0,12.180000305175781,14.5,4.206099987030029
2020-01-29,115385.0,11.949999809265137,14.369999885559082,4.193399906158447
2020-01-30,115528.0,12.010000228881836,14.489999771118164,4.228899955749512
2020-01-31,113761.0,11.729999542236328,14.109999656677246,4.242199897766113
2020-02-03,114629.0,11.899999618530273,14.199999809265137,4.282599925994873
2020-02-04,115557.0,12.229999542236328,14.369999885559082,4.246799945831299
2020-02-05,116028.0,12.4399995803833,14.430000305175781,4.253699779510498
2020-02-06,115190.0,12.399999618530273,14.630000114440918,4.23360013961792
2020-02-07,113770.0,12.039999961853027,14.579999923706055,4.280799865722656
2020-02-10,112570.0,11.600000381469727,14.399999618530273,4.320400238037109
2020-02-11,115371.0,11.920000076293945,14.819999694824219,4.320974826812744
2020-02-12,116674.0,12.119999885559082,14.920000076293945,4.327530860900879
2020-02-13,115662.0,11.930000305175781,14.630000114440918,4.354499816894531
2020-02-14,114381.0,11.869999885559082,14.640000343322754,4.346766948699951
2020-02-18,114977.0,12.020000457763672,14.5600004196167,4.326499938964844
2020-02-19,116518.0,12.050000190734863,14.890000343322754,4.354800224304199
2020-02-20,114586.0,11.850000381469727,14.399999618530273,4.363999843597412
2020-02-21,113681.0,11.420000076293945,14.029999732971191,4.392300128936768
2020-02-27,102984.0,9.920000076293945,12.079999923706055,4.449100017547607
2020-02-28,104172.0,9.819999694824219,12.100000381469727,4.484799861907959
2020-03-02,106625.0,10.270000457763672,12.489999771118164,4.441299915313721
2020-03-03,105537.0,10.220000267028809,12.15999984741211,4.472400188446045
2020-03-04,107224.0,10.5600004196167,12.329999923706055,4.513199806213379
2020-03-05,102233.0,10.119999885559082,11.739999771118164,4.583399772644043
2020-03-06,97997.0,9.529999732971191,10.520000457763672,4.606200218200684
2020-03-09,86067.0,7.96999979019165,7.260000228881836,4.589799880981445
2020-03-10,92214.0,9.399999618530273,8.010000228881836,4.722899913787842
2020-03-11,85171.0,8.5,6.849999904632568,4.642099857330322
2020-03-12,72583.0,7.159999847412109,5.449999809265137,4.813799858093262
2020-03-13,82678.0,8.699999809265137,6.579999923706055,4.790200233459473
2020-03-16,71168.0,7.900000095367432,5.25,4.85260009765625
2020-03-17,74617.0,8.170000076293945,5.400000095367432,4.999000072479248
2020-03-18,66895.0,7.400000095367432,4.309999942779541,5.009699821472168
2020-03-19,68332.0,7.179999828338623,5.059999942779541,5.103961944580078
2020-03-20,67069.0,6.980000019073486,4.849999904632568,5.094200134277344
2020-03-23,63570.0,6.579999923706055,4.460000038146973,5.045499801635742
2020-03-24,69729.0,7.5,5.429999828338623,5.14169979095459
2020-03-25,74956.0,8.039999961853027,5.800000190734863,5.098100185394287
2020-03-26,77710.0,8.319999694824219,5.809999942779541,5.033699989318848
2020-03-27,73429.0,7.840000152587891,5.190000057220459,5.022600173950195
2020-03-30,74640.0,8.039999961853027,5.21999979019165,5.192699909210205
2020-03-31,73020.0,8.289999961853027,5.5,5.203499794006348
2020-04-01,70967.0,8.149999618530273,5.409999847412109,5.248199939727783
2020-04-02,72253.0,8.149999618530273,5.809999942779541,5.255300045013428
2020-04-06,74073.0,8.109999656677246,6.139999866485596,5.285299777984619
2020-04-07,76358.0,8.380000114440918,6.320000171661377,5.221700191497803
2020-04-08,78625.0,8.4399995803833,6.809999942779541,5.123499870300293
2020-04-09,77682.0,8.5,6.71999979019165,5.105800151824951
2020-04-13,78836.0,8.569999694824219,6.710000038146973,5.198500156402588
2020-04-14,79918.0,8.59000015258789,6.679999828338623,5.1620001792907715
2020-04-15,78831.0,8.260000228881836,6.320000171661377,5.236999988555908
2020-04-16,77812.0,8.130000114440918,6.139999866485596,5.230899810791016
2020-04-20,78973.0,7.989999771118164,6.269999980926514,5.315400123596191
2020-04-22,80687.0,7.96999979019165,6.340000152587891,5.456900119781494
2020-04-23,79673.0,7.860000133514404,6.309999942779541,5.533100128173828
2020-04-27,78239.0,7.880000114440918,6.0,5.652599811553955
2020-04-28,81312.0,8.109999656677246,6.559999942779541,5.497399806976318
2020-04-29,83171.0,8.760000228881836,7.139999866485596,5.334799766540527
2020-04-30,80506.0,8.25,6.909999847412109,5.486000061035156
2020-05-04,78876.0,7.980000019073486,6.539999961853027,5.540599822998047
2020-05-05,79471.0,7.809999942779541,6.730000019073486,5.578100204467773
2020-05-06,79064.0,7.78000020980835,6.329999923706055,5.715199947357178
2020-05-07,78119.0,7.929999828338623,6.329999923706055,5.828719139099121
2020-05-11,79065.0,8.229999542236328,6.559999942779541,5.8171000480651855
2020-05-12,77872.0,8.100000381469727,6.460000038146973,5.884799957275391
2020-05-13,77772.0,8.180000305175781,6.119999885559082,5.88640022277832
2020-05-14,79011.0,8.239999771118164,6.039999961853027,5.8094000816345215
2020-05-18,81194.0,9.010000228881836,6.840000152587891,5.718999862670898
2020-05-19,80742.0,9.069999694824219,6.71999979019165,5.755199909210205
2020-05-20,81319.0,9.270000457763672,6.989999771118164,5.690499782562256
2020-05-21,83027.0,9.130000114440918,7.179999828338623,5.5524001121521
2020-05-26,85469.0,9.109999656677246,7.610000133514404,5.343999862670898
2020-05-27,87946.0,9.569999694824219,7.840000152587891,5.27269983291626
2020-05-28,86949.0,9.3100004196167,7.619999885559082,5.403600215911865
2020-06-01,88620.0,9.84000015258789,7.809999942779541,5.366499900817871
2020-06-02,91046.0,10.260000228881836,8.380000114440918,5.1992998123168945
2020-06-03,93002.0,10.569999694824219,8.770000457763672,5.061600208282471
2020-06-04,93829.0,10.84000015258789,8.720000267028809,5.117199897766113
2020-06-08,97645.0,11.270000457763672,9.720000267028809,4.821599960327148
2020-06-09,96747.0,11.220000267028809,9.289999961853027,4.898399829864502
2020-06-10,94686.0,11.020000457763672,8.890000343322754,4.9721999168396
2020-06-15,92376.0,10.609999656677246,8.380000114440918,5.153206825256348
2020-06-16,93531.0,10.65999984741211,8.539999961853027,5.243599891662598
2020-06-17,95547.0,10.739999771118164,8.510000228881836,5.22790002822876
2020-06-18,96125.0,10.550000190734863,8.430000305175781,5.377200126647949
2020-06-22,95336.0,10.460000038146973,8.329999923706055,5.2519001960754395
2020-06-23,95975.0,10.800000190734863,8.75,5.151000022888184
2020-06-24,94377.0,10.399999618530273,8.220000267028809,5.34660005569458
2020-06-25,95983.0,10.5600004196167,8.399999618530273,5.359499931335449
2020-06-29,95735.0,10.210000038146973,8.279999732971191,5.402100086212158
